candidate_skills,years_experience,education_level,past_job_titles,certifications,expected_salary,candidate_location,job_title,required_skills,min_experience,job_description,budgeted_salary_min,budgeted_salary_max,job_location,is_fit
"Python, Pandas, React, Kubernetes, SQL, Java",12,Bachelor's,Software Developer,Google ML Certificate,83125,Seattle,Backend Engineer,"Machine Learning, AWS, Java, SQL",10,Looking for a motivated individual with strong technical and problem-solving skills.,77539,119372,Austin,0
"Python, React, Java, Pandas, Kubernetes, Data Analysis",0,Bachelor's,"Data Scientist, AI Researcher",DataCamp DS,80826,Remote,ML Engineer,"Deep Learning, Data Analysis, AWS, Machine Learning",0,Looking for a motivated individual with strong technical and problem-solving skills.,81384,103435,Remote,0
"Machine Learning, Pandas, Docker, Data Analysis, Java, Node.js",1,High School,"ML Engineer, Software Developer","Coursera NLP, AWS Certified",88066,Austin,Backend Engineer,"Kubernetes, AWS, Docker, React, Deep Learning",1,Looking for a motivated individual with strong technical and problem-solving skills.,79049,100098,Austin,0
"Java, Data Analysis, AWS, NLP",8,PhD,Data Scientist,"Google ML Certificate, AWS Certified",99506,San Francisco,Data Scientist,"Deep Learning, Java, Data Analysis",4,Looking for a motivated individual with strong technical and problem-solving skills.,77334,108567,Seattle,0
"Kubernetes, NLP, Deep Learning, AWS, SQL, Machine Learning",6,High School,"Software Developer, ML Engineer","AWS Certified, Coursera NLP",62774,Austin,AI Researcher,"Pandas, Deep Learning, Java, Node.js, Python",2,Looking for a motivated individual with strong technical and problem-solving skills.,81836,133973,Remote,0
"Java, NLP, Node.js, SQL",10,PhD,"Software Developer, AI Researcher",DataCamp DS,70268,Seattle,Software Developer,"Deep Learning, Node.js, Python, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,78169,126902,Austin,0
"Python, Pandas, NLP, Node.js, Docker",8,Master's,Backend Engineer,"None, Coursera NLP",50183,Austin,Backend Engineer,"React, SQL, TensorFlow",8,Looking for a motivated individual with strong technical and problem-solving skills.,86067,138063,San Francisco,0
"AWS, TensorFlow, Deep Learning",9,High School,"ML Engineer, AI Researcher","AWS Certified, Google ML Certificate",140077,New York,Software Developer,"Machine Learning, NLP, AWS, Java, Kubernetes",6,Looking for a motivated individual with strong technical and problem-solving skills.,99806,129762,Seattle,0
"TensorFlow, SQL, Java, Docker, Kubernetes, React",2,PhD,"ML Engineer, Backend Engineer","None, AWS Certified",148525,San Francisco,AI Researcher,"Java, AWS, Data Analysis",2,Looking for a motivated individual with strong technical and problem-solving skills.,77369,104572,Remote,0
"SQL, Machine Learning, Kubernetes, Docker",2,High School,Data Scientist,"Google ML Certificate, DataCamp DS",67132,San Francisco,Backend Engineer,"Deep Learning, Kubernetes, TensorFlow, Node.js, Java",7,Looking for a motivated individual with strong technical and problem-solving skills.,61182,126283,New York,0
"TensorFlow, NLP, Java, Data Analysis",1,Bachelor's,AI Researcher,None,139514,Austin,AI Researcher,"Docker, Pandas, Node.js",1,Looking for a motivated individual with strong technical and problem-solving skills.,97108,126578,San Francisco,0
"Deep Learning, TensorFlow, NLP, Node.js, Java, Pandas",9,Bachelor's,"Data Scientist, ML Engineer",Coursera NLP,74061,San Francisco,Data Scientist,"Java, TensorFlow, NLP, Node.js, Docker",3,Looking for a motivated individual with strong technical and problem-solving skills.,89681,104078,Seattle,0
"TensorFlow, React, SQL, Deep Learning",3,High School,Backend Engineer,AWS Certified,88979,Austin,AI Researcher,"Pandas, Data Analysis, Machine Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,83243,113662,Austin,0
"SQL, Deep Learning, NLP, Kubernetes",0,Master's,"AI Researcher, Backend Engineer","None, DataCamp DS",88536,New York,ML Engineer,"Kubernetes, Java, Pandas, Deep Learning",0,Looking for a motivated individual with strong technical and problem-solving skills.,61956,111505,Austin,0
"React, Kubernetes, AWS, Pandas",1,PhD,Data Scientist,AWS Certified,145621,Austin,Software Developer,"TensorFlow, Python, Data Analysis, Java, Kubernetes",7,Looking for a motivated individual with strong technical and problem-solving skills.,95571,135832,New York,0
"Node.js, React, Machine Learning, SQL, NLP, Pandas",0,High School,Software Developer,"Coursera NLP, AWS Certified",72540,New York,Backend Engineer,"Node.js, Data Analysis, NLP, Machine Learning",9,Looking for a motivated individual with strong technical and problem-solving skills.,70080,148227,New York,0
"Docker, SQL, Kubernetes, NLP, Machine Learning, Pandas",5,High School,ML Engineer,Coursera NLP,85550,Remote,Data Scientist,"AWS, Kubernetes, Node.js",5,Looking for a motivated individual with strong technical and problem-solving skills.,72955,125292,New York,0
"Machine Learning, Pandas, NLP",2,Bachelor's,"Software Developer, ML Engineer","AWS Certified, Google ML Certificate",85034,New York,ML Engineer,"SQL, Data Analysis, TensorFlow, Deep Learning, React",5,Looking for a motivated individual with strong technical and problem-solving skills.,86738,132903,New York,0
"Deep Learning, Python, Kubernetes, SQL, NLP",5,Bachelor's,Backend Engineer,"DataCamp DS, AWS Certified",75271,Austin,Data Scientist,"TensorFlow, Java, Node.js, Machine Learning, Python",3,Looking for a motivated individual with strong technical and problem-solving skills.,72584,144176,New York,0
"Kubernetes, SQL, Pandas, Machine Learning",3,High School,"ML Engineer, Backend Engineer","DataCamp DS, None",85670,Remote,Data Scientist,"Machine Learning, Java, SQL",9,Looking for a motivated individual with strong technical and problem-solving skills.,76073,135417,Remote,0
"Docker, Kubernetes, Data Analysis, Machine Learning, Pandas, TensorFlow",6,Bachelor's,AI Researcher,"AWS Certified, Google ML Certificate",61190,New York,ML Engineer,"Data Analysis, Deep Learning, Kubernetes, Pandas",5,Looking for a motivated individual with strong technical and problem-solving skills.,70261,131984,Seattle,0
"Data Analysis, Deep Learning, TensorFlow, AWS, SQL",3,PhD,Software Developer,Coursera NLP,108147,San Francisco,ML Engineer,"Deep Learning, TensorFlow, Python",9,Looking for a motivated individual with strong technical and problem-solving skills.,85398,153962,Austin,0
"NLP, Data Analysis, AWS, Deep Learning, Python",4,Master's,"Backend Engineer, Data Scientist","None, Google ML Certificate",90069,Remote,ML Engineer,"React, Pandas, Node.js, Java, Deep Learning",4,Looking for a motivated individual with strong technical and problem-solving skills.,86510,104387,Seattle,0
"NLP, Machine Learning, AWS, Data Analysis",11,Master's,"Data Scientist, Backend Engineer",AWS Certified,112240,New York,ML Engineer,"Python, Machine Learning, React, Docker, Java",9,Looking for a motivated individual with strong technical and problem-solving skills.,73034,108920,New York,0
"React, Kubernetes, Python, Node.js, TensorFlow",3,High School,Data Scientist,"Coursera NLP, DataCamp DS",57398,Remote,AI Researcher,"React, Machine Learning, Docker",1,Looking for a motivated individual with strong technical and problem-solving skills.,75254,141025,San Francisco,0
"Machine Learning, SQL, Java, NLP",5,Master's,"ML Engineer, Software Developer",DataCamp DS,76473,San Francisco,Software Developer,"AWS, Machine Learning, Pandas, NLP, SQL",5,Looking for a motivated individual with strong technical and problem-solving skills.,78240,107075,Austin,0
"Node.js, Machine Learning, Data Analysis, SQL, Docker",3,PhD,Backend Engineer,"DataCamp DS, Coursera NLP",79407,Seattle,AI Researcher,"Docker, Kubernetes, Data Analysis",7,Looking for a motivated individual with strong technical and problem-solving skills.,98237,154036,Austin,0
"SQL, Node.js, Docker, Data Analysis",0,Bachelor's,"Backend Engineer, Data Scientist","DataCamp DS, None",94605,Austin,Data Scientist,"Java, Deep Learning, Docker, TensorFlow",6,Looking for a motivated individual with strong technical and problem-solving skills.,87288,121950,New York,0
"Kubernetes, Node.js, Deep Learning, Python",12,PhD,"Software Developer, Data Scientist",Google ML Certificate,69127,San Francisco,Data Scientist,"TensorFlow, React, NLP",8,Looking for a motivated individual with strong technical and problem-solving skills.,72173,117512,New York,0
"TensorFlow, Docker, Python, Data Analysis, NLP, Deep Learning",10,PhD,Backend Engineer,"DataCamp DS, Google ML Certificate",56387,Seattle,AI Researcher,"React, Machine Learning, AWS",7,Looking for a motivated individual with strong technical and problem-solving skills.,77437,153772,San Francisco,0
"TensorFlow, Data Analysis, Machine Learning, Java, AWS",0,PhD,"Data Scientist, AI Researcher",None,108028,New York,Data Scientist,"AWS, Pandas, Node.js, Kubernetes",6,Looking for a motivated individual with strong technical and problem-solving skills.,81001,114792,Seattle,0
"Python, Node.js, Deep Learning, Data Analysis",4,High School,Backend Engineer,DataCamp DS,91209,Austin,Data Scientist,"Python, AWS, TensorFlow",4,Looking for a motivated individual with strong technical and problem-solving skills.,79482,125205,Austin,0
"Python, AWS, Node.js, React",5,High School,"Backend Engineer, Data Scientist","None, AWS Certified",75024,Austin,AI Researcher,"AWS, Kubernetes, Python, SQL",7,Looking for a motivated individual with strong technical and problem-solving skills.,68338,140147,San Francisco,0
"Node.js, Data Analysis, Kubernetes, React, SQL, NLP",3,PhD,Backend Engineer,"Coursera NLP, AWS Certified",107391,Austin,Data Scientist,"NLP, TensorFlow, Kubernetes",6,Looking for a motivated individual with strong technical and problem-solving skills.,94180,120075,Austin,0
"Machine Learning, Java, Kubernetes, Node.js, AWS, Pandas",5,PhD,"AI Researcher, Backend Engineer","Coursera NLP, None",101107,Austin,AI Researcher,"Java, Python, React, SQL, Pandas",2,Looking for a motivated individual with strong technical and problem-solving skills.,97823,133337,Remote,1
"Node.js, Java, Data Analysis, React, Docker",2,PhD,ML Engineer,"None, Coursera NLP",74571,Seattle,AI Researcher,"AWS, Java, NLP",5,Looking for a motivated individual with strong technical and problem-solving skills.,80489,144887,Seattle,0
"Node.js, Java, Pandas, AWS, Machine Learning, Python",7,Master's,"Data Scientist, ML Engineer","Google ML Certificate, DataCamp DS",92420,San Francisco,Data Scientist,"Pandas, Java, NLP, Node.js, Docker",8,Looking for a motivated individual with strong technical and problem-solving skills.,94038,101711,Seattle,0
"Node.js, Python, NLP, Machine Learning, AWS, Docker",4,PhD,AI Researcher,DataCamp DS,69601,New York,AI Researcher,"Pandas, AWS, Node.js",0,Looking for a motivated individual with strong technical and problem-solving skills.,71048,111048,Austin,0
"AWS, Kubernetes, Node.js, Python, SQL",0,PhD,"Software Developer, Data Scientist",AWS Certified,123291,Seattle,Data Scientist,"Node.js, Pandas, Deep Learning, NLP",4,Looking for a motivated individual with strong technical and problem-solving skills.,83726,111267,Seattle,0
"Pandas, Data Analysis, SQL, AWS",8,Bachelor's,"Backend Engineer, Data Scientist",Coursera NLP,111620,New York,Backend Engineer,"Data Analysis, Java, Python, Kubernetes, Docker",8,Looking for a motivated individual with strong technical and problem-solving skills.,81998,137217,Seattle,0
"AWS, TensorFlow, Data Analysis, SQL",9,Bachelor's,AI Researcher,Google ML Certificate,63009,Seattle,Backend Engineer,"Pandas, AWS, React",0,Looking for a motivated individual with strong technical and problem-solving skills.,79347,149534,San Francisco,0
"TensorFlow, NLP, Pandas, SQL, Docker, Java",12,Bachelor's,Data Scientist,Google ML Certificate,96708,Austin,AI Researcher,"Node.js, AWS, React",10,Looking for a motivated individual with strong technical and problem-solving skills.,66569,155767,San Francisco,0
"Deep Learning, Python, Pandas, TensorFlow, React, SQL",4,High School,"Backend Engineer, ML Engineer","Google ML Certificate, None",63902,New York,Software Developer,"Deep Learning, Kubernetes, Pandas",2,Looking for a motivated individual with strong technical and problem-solving skills.,84034,122041,Austin,0
"TensorFlow, Data Analysis, NLP, Deep Learning, Kubernetes",2,Bachelor's,"AI Researcher, Data Scientist","AWS Certified, None",82579,New York,ML Engineer,"Pandas, AWS, SQL, TensorFlow, NLP",1,Looking for a motivated individual with strong technical and problem-solving skills.,81766,150328,Seattle,0
"Kubernetes, Data Analysis, Python, Docker",4,High School,"Backend Engineer, Software Developer",AWS Certified,73199,Remote,Software Developer,"Java, Kubernetes, Python",5,Looking for a motivated individual with strong technical and problem-solving skills.,62176,139296,New York,0
"TensorFlow, Python, React, AWS, Node.js, SQL",5,Master's,Backend Engineer,"DataCamp DS, None",109625,Remote,Software Developer,"SQL, Machine Learning, Data Analysis",6,Looking for a motivated individual with strong technical and problem-solving skills.,88085,145757,Austin,0
"Java, Pandas, Kubernetes, Machine Learning, NLP",6,Master's,Backend Engineer,DataCamp DS,71425,Remote,AI Researcher,"NLP, Pandas, AWS",1,Looking for a motivated individual with strong technical and problem-solving skills.,81935,133893,New York,0
"React, Python, NLP, Node.js, Kubernetes, Java",12,High School,Backend Engineer,"Coursera NLP, DataCamp DS",77415,Remote,AI Researcher,"Python, Kubernetes, Docker, AWS, Data Analysis",10,Looking for a motivated individual with strong technical and problem-solving skills.,88008,153897,New York,0
"Java, Data Analysis, Pandas, NLP",7,Master's,"ML Engineer, AI Researcher","DataCamp DS, None",79062,Remote,ML Engineer,"React, Data Analysis, Node.js, Docker",10,Looking for a motivated individual with strong technical and problem-solving skills.,99787,110355,San Francisco,0
